SecCode,File,ProposalName,ProposalContent,ProposalCandidate,ProposalResult,ProposalVote
42640,42640_20250328.htm,第１号議案,取締役６名選任の件,谷口辰成,可決,95.74
42640,42640_20250328.htm,第１号議案,取締役６名選任の件,横井文昭,可決,95.73
42640,42640_20250328.htm,第１号議案,取締役６名選任の件,平本洋輔,可決,95.68
42640,42640_20250328.htm,第１号議案,取締役６名選任の件,佐藤仁美,可決,95.73
42640,42640_20250328.htm,第１号議案,取締役６名選任の件,芦澤光二,可決,96.55
42640,42640_20250328.htm,第１号議案,取締役６名選任の件,倉林聡子,可決,96.55
42640,42640_20250328.htm,第２号議案,監査役３名選任の件,久喜政徳,可決,96.58
42640,42640_20250328.htm,第２号議案,監査役３名選任の件,古島守,可決,96.59
42640,42640_20250328.htm,第２号議案,監査役３名選任の件,湯瀬陽子,可決,96.55
42640,42640_20250328.htm,第３号議案,補欠監査役１名選任の件,平井信行,可決,96.55
42640,42640_20250328.htm,第４号議案,取締役（社外取締役を除く）に対する譲渡制限付株式の割当てのための報酬決定の件,,可決,96.46
46410,46410_20250328.htm,第１号議案,"剰余金処分の件
期末配当に関する事項
当社普通株式１株につき金49円",,可決,99.74
46410,46410_20250328.htm,第２号議案,"取締役８名選任の件
取締役として、渡邉信之、須藤泰志、太田秀幸、松本喜代一、今村篤、野坂英吾、呉雅俊、四條たか子の８氏を選任する。",渡邉信之,可決,99.19
46410,46410_20250328.htm,第２号議案,"取締役８名選任の件
取締役として、渡邉信之、須藤泰志、太田秀幸、松本喜代一、今村篤、野坂英吾、呉雅俊、四條たか子の８氏を選任する。",須藤泰志,可決,99.19
46410,46410_20250328.htm,第２号議案,"取締役８名選任の件
取締役として、渡邉信之、須藤泰志、太田秀幸、松本喜代一、今村篤、野坂英吾、呉雅俊、四條たか子の８氏を選任する。",太田秀幸,可決,99.2
46410,46410_20250328.htm,第２号議案,"取締役８名選任の件
取締役として、渡邉信之、須藤泰志、太田秀幸、松本喜代一、今村篤、野坂英吾、呉雅俊、四條たか子の８氏を選任する。",松本喜代一,可決,99.19
46410,46410_20250328.htm,第２号議案,"取締役８名選任の件
取締役として、渡邉信之、須藤泰志、太田秀幸、松本喜代一、今村篤、野坂英吾、呉雅俊、四條たか子の８氏を選任する。",今村　　篤,可決,94.96
46410,46410_20250328.htm,第２号議案,"取締役８名選任の件
取締役として、渡邉信之、須藤泰志、太田秀幸、松本喜代一、今村篤、野坂英吾、呉雅俊、四條たか子の８氏を選任する。",野坂英吾,可決,99.17
46410,46410_20250328.htm,第２号議案,"取締役８名選任の件
取締役として、渡邉信之、須藤泰志、太田秀幸、松本喜代一、今村篤、野坂英吾、呉雅俊、四條たか子の８氏を選任する。",呉　　雅俊,可決,99.18
46410,46410_20250328.htm,第２号議案,"取締役８名選任の件
取締役として、渡邉信之、須藤泰志、太田秀幸、松本喜代一、今村篤、野坂英吾、呉雅俊、四條たか子の８氏を選任する。",四條たか子,可決,99.2
46410,46410_20250328.htm,第３号議案,"当社株式の大量取得行為に関する対応策（買収防衛策）の継続の件
買収防衛策を、2028年３月開催予定の定時株主総会の終結の時までを有効期間として継続する。",,可決,62.13
281A0,281A0_20250328.htm,第１号議案,取締役３名選任の件,只野太郎,可決,92.29
281A0,281A0_20250328.htm,第１号議案,取締役３名選任の件,横溝大介,可決,98.12
281A0,281A0_20250328.htm,第１号議案,取締役３名選任の件,髙橋元弘,可決,98.06
281A0,281A0_20250328.htm,第２号議案,取締役（社外取締役を除く。）に対する譲渡制限付株式の割当てのための報酬支給の件,該当なし,可決,97.71
21600,21600_20250328.htm,取締役選任の件,取締役として、イン・ルオを選任する。,イン・ルオ,可決,76.29
21600,21600_20250328.htm,取締役選任の件,取締役として、トーマス・イーストリングを選任する。,トーマス・イーストリング,可決,80.58
21600,21600_20250328.htm,取締役選任の件,取締役として、松井亮介を選任する。,松井亮介,可決,79.82
21600,21600_20250328.htm,取締役選任の件,取締役として、張平を選任する。,張平,可決,79.86
21600,21600_20250328.htm,取締役選任の件,取締役として、指輪英明を選任する。,指輪英明,可決,77.34
21600,21600_20250328.htm,取締役選任の件,取締役として、菊池加奈子を選任する。,菊池加奈子,可決,80.4
21600,21600_20250328.htm,取締役選任の件,取締役として、松岡真宏を選任する。,松岡真宏,可決,81.04
41680,41680_20250328.htm,取締役６名選任の件,取締役６名選任,庵原保文,可決,97.92
41680,41680_20250328.htm,取締役６名選任の件,取締役６名選任,佐野将史,可決,97.92
41680,41680_20250328.htm,取締役６名選任の件,取締役６名選任,山本崇博,可決,97.91
41680,41680_20250328.htm,取締役６名選任の件,取締役６名選任,佐藤源紀,可決,97.77
41680,41680_20250328.htm,取締役６名選任の件,取締役６名選任,本間浩輔,可決,97.94
41680,41680_20250328.htm,取締役６名選任の件,取締役６名選任,奥本直子,可決,97.88
76250,76250_20250324.htm,第１号議案,取締役（監査等委員である取締役を除く）として、長谷川耕造、小林庸麿、樋口琢匠を選任する。,長谷川耕造、小林庸麿、樋口琢匠,可決,98.08
76250,76250_20250324.htm,第１号議案,取締役（監査等委員である取締役を除く）として、長谷川耕造、小林庸麿、樋口琢匠を選任する。,長谷川耕造,可決,98.08
76250,76250_20250324.htm,第１号議案,取締役（監査等委員である取締役を除く）として、長谷川耕造、小林庸麿、樋口琢匠を選任する。,小林庸麿,可決,98.1
76250,76250_20250324.htm,第１号議案,取締役（監査等委員である取締役を除く）として、長谷川耕造、小林庸麿、樋口琢匠を選任する。,樋口琢匠,可決,98.09
76250,76250_20250324.htm,第２号議案,取締役（監査等委員である取締役を除く）の報酬等の額を年額２億円以内（うち社外取締役１千万円以内）、非金銭報酬の通常型ストック・オプションについては別枠として年額１億円以内（うち社外取締役500万円以内）とする。,null,可決,92.22
76250,76250_20250324.htm,第３号議案,監査等委員である取締役の報酬等の額を年額２千万円以内とする。,null,可決,97.82
76250,76250_20250324.htm,第４号議案,新任取締役 樋口琢匠に対し、取締役に対する報酬等として、8万株を上限に通常型ストック・オプションとして新株予約権を発行すること。,樋口琢匠,可決,92.21
37580,37580_20250331.htm,第１号議案　剰余金処分の件,"株主に対する剰余金の配当に関する事項及びその総額。１株につき金　5円　　総額　105,976,270円。効力発生日 2025年３月31日",,可決,89.01
37580,37580_20250331.htm,第２号議案　取締役（監査等委員である取締役を除く。）４名選任の件,長嶋貴之、小林祐介、三宅朝広、吉村隆の４名を選任する,長嶋貴之、小林祐介、三宅朝広、吉村隆,可決,86.19
37580,37580_20250331.htm,第３号議案　代表取締役会長及び代表取締役社長解任の件,代表取締役会長である長嶋貴之氏と代表取締役社長である小林祐介氏の解任,長嶋貴之、小林祐介,否決,23.5
37580,37580_20250331.htm,第４号議案　剰余金処分の件,中間配当を30円、期末配当を30円と考え、年間配当を60円とする。2024年12月期の中間配当の時期は終わっているため、今期末配当は60円とする。,,否決,23.15
37580,37580_20250331.htm,第５号議案　自己株式取得の件,"会社法第156条第1項の規定に基づき、本定時株主総会終結の時から１年以内に、当社普通株式を、株式総数6,000,000株、取得価額の総額3,000,000,000円を限度として、金銭の交付をもって取得することとする。そして、第７号議案の議案が承認可決されることを条件として、これを消却する。",,否決,24.07
37580,37580_20250331.htm,第６号議案　累進配当宣言に係る定款変更の件,現行の定款に以下の条文を新設する。第７章 第39条 累進配当を宣言する,,否決,23.47
37580,37580_20250331.htm,第７号議案　自己株式の消却に係る定款変更の件,現行の定款に以下の章及び条文を新設する。第８章 自己株式の消却 第40条 当会社は、株主総会の決議をもって、自己株式の消却（消却する自己株式の種類及び種類ごとの数の決定を含む。）を行うことができる。,,否決,23.71
37580,37580_20250331.htm,第８号議案　株主優待制度に係る定款変更の件,現行の定款に以下の章及び条文を新設する。第９章 株主優待制度 第41条 当会社は、株主優待制度の導入、継続、変更及び廃止については、株主総会の決議によらなければならない。,,否決,21.48
37580,37580_20250331.htm,第９号議案　株主優待制度の改善・廃止の件,第８号議案が承認可決されることを条件として、2024年12月23日に公表された2024年12月期の株主優待制度を廃止又は改善する。,,否決,0.0
37580,37580_20250331.htm,第10号議案　経営陣の在り方に係る定款変更の件,現行の定款に以下の章及び条文を新設する。第10章 経営陣の在り方 第42条 経営陣は貸株をしない　第43条 代表取締役社長自ら国内外の機関投資家にトップセールスをする　第44条 株主に寄り添った経営をする,,否決,22.27
47770,47770_20250331.htm,第１号議案,当社グループの一層の経営基盤の強化・充実を図り、取締役会の独立性及び実効性の向上、並びにコーポレートガバナンス体制の強化を目的として取締役の増員が可能となるよう、定款第19条（取締役の員数）を12名以内から14名以内に変更する,該当なし,可決,98.55
47770,47770_20250331.htm,第２号議案,ソン　ファヨンを取締役に選任する,ソン　ファヨン,可決,98.45
47770,47770_20250331.htm,第２号議案,パク　サンウクを取締役に選任する,パク　サンウク,可決,98.44
65240,65240_20250331.htm,第１号議案,剰余金処分,null,可決,95.15
65240,65240_20250331.htm,第２号議案,定款一部変更,null,可決,99.46
65240,65240_20250331.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任,石井　太,可決,99.01
65240,65240_20250331.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任,北川　一清,可決,99.32
65240,65240_20250331.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任,中村　聖二,可決,99.42
65240,65240_20250331.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任,澤木　聖子,可決,99.4
65240,65240_20250331.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任,荒井　昌幸,可決,99.42
65240,65240_20250331.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任,ディーター・ソンマーハルダー,可決,99.42
65240,65240_20250331.htm,第４号議案,監査等委員である取締役３名選任,栗山　裕功,可決,99.41
65240,65240_20250331.htm,第４号議案,監査等委員である取締役３名選任,中村　正哉,可決,99.42
65240,65240_20250331.htm,第４号議案,監査等委員である取締役３名選任,髙津　靖史,可決,99.42
65240,65240_20250331.htm,第５号議案,補欠の監査等委員である取締役１名選任,梅山　克啓,可決,91.74
65240,65240_20250331.htm,第６号議案,取締役（監査等委員である取締役を除く。）の報酬額設定,null,可決,99.39
65240,65240_20250331.htm,第７号議案,監査等委員である取締役の報酬額設定,null,可決,99.39
65240,65240_20250331.htm,第８号議案,取締役（監査等委員である取締役及び社外取締役を除く。）に対する譲渡制限付株式の付与のための報酬決定,null,可決,99.38
38560,38560_20250221.htm,第１号議案,定款一部変更の件。当社の事業年度を毎年４月１日から翌年３月31日までに変更する。,,可決,98.7
38560,38560_20250221.htm,第２号議案,取締役に対するストック・オプション報酬等の額及び内容決定の件。取締役に対するストック・オプションとしての新株予約権に関する報酬等の額を年額100百万円以内（うち、監査等委員である取締役については10百万円以内）とする。,,可決,96.56
58190,58190_20250324.htm,第１号議案,"剰余金処分の件
期末配当に関する事項
当社普通株式１株につき金29円00銭",,可決,98.47
58190,58190_20250324.htm,第２号議案,"取締役１名選任の件
取締役に野田爾を選任する。",野田　爾,可決,98.38
58190,58190_20250324.htm,第３号議案,"補欠監査役１名選任の件
補欠監査役に林享を選任する。",林　　享,可決,98.18
58190,58190_20250324.htm,第４号議案,"役員賞与支給の件
取締役７名に対し当事業年度の業績等を勘案して役員賞与を支給する。",,可決,96.92
78040,78040_20250129.htm,第１号議案　剰余金処分の件,期末配当に関する事項,,可決,98.61
78040,78040_20250129.htm,第２号議案　定款一部変更の件,監査等委員会設置会社への移行に伴う定款変更,,可決,99.59
78040,78040_20250129.htm,第３号議案　取締役（監査等委員である取締役を除く）３名選任の件,取締役（監査等委員である取締役を除く）の選任,和田山英一,可決,99.52
78040,78040_20250129.htm,第３号議案　取締役（監査等委員である取締役を除く）３名選任の件,取締役（監査等委員である取締役を除く）の選任,和田山朋弥,可決,99.57
78040,78040_20250129.htm,第３号議案　取締役（監査等委員である取締役を除く）３名選任の件,取締役（監査等委員である取締役を除く）の選任,小林恒文,可決,99.58
78040,78040_20250129.htm,第４号議案　監査等委員である取締役４名選任の件,監査等委員である取締役の選任,髙橋正幸,可決,99.56
78040,78040_20250129.htm,第４号議案　監査等委員である取締役４名選任の件,監査等委員である取締役の選任,伊藤寛治,可決,99.48
78040,78040_20250129.htm,第４号議案　監査等委員である取締役４名選任の件,監査等委員である取締役の選任,野村祥子,可決,99.51
78040,78040_20250129.htm,第４号議案　監査等委員である取締役４名選任の件,監査等委員である取締役の選任,鳥山昌久,可決,99.52
78040,78040_20250129.htm,第５号議案　取締役（監査等委員である取締役を除く）の報酬額決定の件,取締役（監査等委員である取締役を除く）の報酬額決定,,可決,99.07
78040,78040_20250129.htm,第６号議案　監査等委員である取締役の報酬額決定の件,監査等委員である取締役の報酬額決定,,可決,99.09
78040,78040_20250129.htm,第７号議案　取締役（監査等委員である取締役及び社外取締役を除く）に対する譲渡制限付株式の割当てのための報酬決定の件,取締役（監査等委員である取締役及び社外取締役を除く）に対する譲渡制限付株式の割当てのための報酬決定,,可決,98.53
42860,42860_20250331.htm,第１号議案,取締役９名選任の件,内川淳一郎,可決,95.05
42860,42860_20250331.htm,第１号議案,取締役９名選任の件,米山誠,可決,97.16
42860,42860_20250331.htm,第１号議案,取締役９名選任の件,山下聡,可決,97.2
42860,42860_20250331.htm,第１号議案,取締役９名選任の件,小西秀央,可決,97.16
42860,42860_20250331.htm,第１号議案,取締役９名選任の件,石村満,可決,96.1
42860,42860_20250331.htm,第１号議案,取締役９名選任の件,松原靖広,可決,98.49
42860,42860_20250331.htm,第１号議案,取締役９名選任の件,園部洋士,可決,93.65
42860,42860_20250331.htm,第１号議案,取締役９名選任の件,渡辺尚,可決,97.28
42860,42860_20250331.htm,第１号議案,取締役９名選任の件,安田幸代,可決,97.27
42860,42860_20250331.htm,第２号議案,監査役２名選任の件,楠田肇,可決,98.76
42860,42860_20250331.htm,第２号議案,監査役２名選任の件,大坪教光,可決,98.66
49270,49270_20250327.htm,第１号議案　剰余金の処分の件,"イ　株主に対する剰余金の配当に関する事項及びその総額
１株につき金31円（普通配当）
総額　6,869,923,268円
ロ　効力発生日
2025年３月28日",,可決,98.2
49270,49270_20250327.htm,第２号議案　取締役２名選任の件,"取締役として、田中加陽子氏、谷口博基氏の２名を選任する。
なお、田中加陽子氏、谷口博基氏は社外取締役である。",田中加陽子氏,可決,98.2
49270,49270_20250327.htm,第２号議案　取締役２名選任の件,"取締役として、田中加陽子氏、谷口博基氏の２名を選任する。
なお、田中加陽子氏、谷口博基氏は社外取締役である。",谷口博基氏,可決,98.2
49270,49270_20250327.htm,第３号議案　監査役２名選任の件,"監査役として、豊田明氏、鈴木恵美子氏の２名を選任する。
なお、鈴木恵美子氏は社外監査役である。",豊田　明氏,可決,98.1
49270,49270_20250327.htm,第３号議案　監査役２名選任の件,"監査役として、豊田明氏、鈴木恵美子氏の２名を選任する。
なお、鈴木恵美子氏は社外監査役である。",鈴木　恵美子氏,可決,98.3
49270,49270_20250327.htm,第４号議案　社外取締役に対する株式報酬制度の一部改定の件,,,可決,88.7
32410,32410_20250401.htm,剰余金処分の件,"期末配当に関する事項
当社普通株式１株につき金19円00銭",,可決,99.89
73600,73600_20250226.htm,第１号議案,補欠監査役１名選任の件,枩藤　章範,可決,99.8
73600,73600_20250226.htm,第２号議案,会計監査人選任の件,太陽有限責任監査法人,可決,99.78
97550,97550_20250327.htm,第１号議案,剰余金処分の件,null,可決,99.9
97550,97550_20250327.htm,第２号議案,定款一部変更の件,null,可決,96.1
97550,97550_20250327.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任の件,天野洋文,可決,95.1
97550,97550_20250327.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任の件,平嶋優一,可決,93.2
97550,97550_20250327.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任の件,五十嵐崇博,可決,99.5
97550,97550_20250327.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任の件,尾﨑聖治,可決,96.6
97550,97550_20250327.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任の件,池田陽子,可決,96.6
97550,97550_20250327.htm,第３号議案,取締役（監査等委員である取締役を除く。）６名選任の件,関谷恵美,可決,99.6
97550,97550_20250327.htm,第４号議案,監査等委員である取締役３名選任の件,香川眞一,可決,99.4
97550,97550_20250327.htm,第４号議案,監査等委員である取締役３名選任の件,内藤潤,可決,99.5
97550,97550_20250327.htm,第４号議案,監査等委員である取締役３名選任の件,折原隆夫,可決,99.5
97550,97550_20250327.htm,第５号議案,補欠の監査等委員である取締役２名選任の件,松下達郎,可決,99.3
97550,97550_20250327.htm,第５号議案,補欠の監査等委員である取締役２名選任の件,本多広和,可決,99.7
97550,97550_20250327.htm,第６号議案,取締役（監査等委員である取締役を除く。）の報酬額決定の件,null,可決,98.0
97550,97550_20250327.htm,第７号議案,監査等委員である取締役の報酬額決定の件,null,可決,99.6
97550,97550_20250327.htm,第８号議案,取締役（社外取締役及び監査等委員である取締役を除く。）に対する業績連動型株式報酬制度に係る報酬枠設定の件,null,可決,99.1
92370,92370_20250131.htm,第１号議案,取締役（監査等委員である取締役を除く）３名選任の件,榎並将志,可決,96.85
92370,92370_20250131.htm,第１号議案,取締役（監査等委員である取締役を除く）３名選任の件,木下裕司,可決,96.85
92370,92370_20250131.htm,第１号議案,取締役（監査等委員である取締役を除く）３名選任の件,宝田めぐみ,可決,96.86
92370,92370_20250131.htm,第２号議案,監査等委員である取締役３名選任の件,鵜飼明子,可決,96.85
92370,92370_20250131.htm,第２号議案,監査等委員である取締役３名選任の件,岩﨑良亮,可決,96.85
92370,92370_20250131.htm,第２号議案,監査等委員である取締役３名選任の件,牧野誠司,可決,96.85
65460,65460_20250328.htm,第１号議案,"剰余金の処分の件
期末配当に関する事項
イ　株主に対する配当財産の割当てに関する事項およびその総額
　　　　　　　　当社普通株式１株につき金22円、総額118,088,300円
ロ　剰余金の配当が効力を生じる日
2025年３月28日
剰余金の処分に関する事項
イ　減少する剰余金の項目およびその額
繰越利益剰余金　200,000,000円
ロ　増加する剰余金の項目およびその額
別途積立金　　　200,000,000",,可決,99.8
65460,65460_20250328.htm,第２号議案,"定款一部変更の件
取締役会の活性化及び意思決定の迅速化を通してさらなる経営の効率化を図るため、取締役（監査等委員であるものを除く。）の員数を５名以内とする。",,可決,99.79
65460,65460_20250328.htm,第３号議案,"取締役４名選任の件
取締役（監査等委員である取締役を除く。）として、古野重幸、古野元昭、田中康之、喜多見光彦の各氏を選任する。",古野重幸,可決,99.28
65460,65460_20250328.htm,第３号議案,"取締役４名選任の件
取締役（監査等委員である取締役を除く。）として、古野重幸、古野元昭、田中康之、喜多見光彦の各氏を選任する。",古野元昭,可決,99.39
65460,65460_20250328.htm,第３号議案,"取締役４名選任の件
取締役（監査等委員である取締役を除く。）として、古野重幸、古野元昭、田中康之、喜多見光彦の各氏を選任する。",田中康之,可決,99.61
